stock,name,year,month,price,sector,subsector,PE,P_FCF,ROA,ROC,ROE,OPROE,EPS_GROWTH,EBIT,EBIT_MARGIN
ATVI US Equity,ACTIVISION BLIZZARD INC,2019,1,46.46,Consumer Goods,Leisure Goods,20.8449,21.6928,3.3574,4.6414,5.6046,13.4107,36,265,21.1563
AUM SQ Equity,AUREA CONCESIONES DE INFRAES,2019,1,25.82,Industrials,Industrial Transportation,15.4174,9.4107,3.8941,7.7199,11.442,11.442,0.7541,248.93002399999997,67.6302
AUT IM Equity,AUTOSTRADE SPA,2019,1,12.15,Industrials,Industrial Transportation,22.54,43.9556,8.1454,12.4626,25.3193,NA,58.6956,355.947732,46.3631
AVB US Equity,AVALONBAY COMMUNITIES INC,2019,1,190.59,Financials,Real Estate Investment Trusts,43.2472,NA,4.4862,4.6659,7.9722,5.8836,-19.6532,210.925,36.3095
AVE FP Equity,AVENTIS SA,2019,1,79,Health Care,Pharmaceuticals & Biotechnology,27.383,NA,7.8313,16.0406,20.5071,20.5071,0.9032,1235.2479999999998,21.884900000000002
AVGO US Equity,BROADCOM INC,2019,1,270.56,Technology,Technology Hardware & Equipment,25.2673,13.6146,23.2789,30.81,49.418,17.0424,133.6134,1339,20.9305
AVP US Equity,AVON PRODUCTS INC,2019,1,1.8900000000000001,Consumer Goods,Personal Goods,55.3627,13.4853,4.5394,15.0799,-72.2974,49.878,2000,186.9,7.2285
AVY US Equity,AVERY DENNISON CORP,2019,1,102.23,Basic Materials,Chemicals,17.4884,39.5533,5.9453,11.8135,28.4785,47.9893,39.0244,191.7,9.7494
AW US Equity,ALLIED WASTE INDUSTRIES INC,2019,1,9.73,Industrials,Support Services,10.202,25.6814,2.9899,6.3411,10.7594,11.173,62.5,330.5,19.4042
AWE US Equity,NEW CINGULAR WIRELESS SERVIC,2019,1,14.97,Telecommunications,Mobile Telecommunications,1498.0001,54.1864,0.076,1.4943,0.1263,0.1263,-33.3333,273,3.6479
AWK US Equity,AMERICAN WATER WORKS CO INC,2019,1,94.02,Utilities,"Gas, Water & Multiutilities",29.5522,153.9723,2.2564,4.7039,7.9803,10.1209,-8.7719,335,33.2161
AXP US Equity,AMERICAN EXPRESS CO,2019,1,102,Financials,Financial Services,12.1078,11.601,3.7435,8.591,33.502,35.9503,25.1656,2665,NA
AYE US Equity,ALLEGHENY ENERGY INC,2019,1,25.25,Utilities,Electricity,10.5651,75.1271,3.4794,7.8209,12.5616,12.2562,-18.75,189.8,23.8694
AYI US Equity,ACUITY BRANDS INC,2019,1,118.52,Industrials,Construction & Materials,14.6582,16.3846,11.9698,18.53,20.5752,19.2277,16.3743,116.4,12.0003
AZA US Equity,ALZA CORP,2019,1,51.85,Health Care,Pharmaceuticals & Biotechnology,57.5843,32.196,10.4963,9.4047,21.6011,21.01,50,71.7,26.7072
AZM IM Equity,AZIMUT HOLDING SPA,2019,1,11.0821,Financials,Financial Services,12.3176,10.0592,2.1793,19.9917,30.1588,30.9382,-47.3599,55.660779999999995,NA
AZO US Equity,AUTOZONE INC,2019,1,844.67,Consumer Services,General Retailers,15.4306,12.012,14.8826,44.7806,554.3908,554.3908,34.8083,487.818,16.2318
B4B GY Equity,METRO AG,2019,1,15.085,Consumer Services,Food & Drug Retailers,12.1452,13.5274,2.0844,5.3564,10.3587,3.3205999999999998,-23.8095,149.23999999999998,1.7433
BA US Equity,BOEING CO/THE,2019,1,387.16,Industrials,Aerospace & Defense,21.5397,16.4616,9.1067,80.3941,1048.6216,1050.0471,8.0146,4175,11.8534
BAC US Equity,BANK OF AMERICA CORP,2019,1,28.75,Financials,Banks,10.6749,7.4704,1.2143,3.6193999999999997,10.945,11.183,255,NA,NA
BACA AV Equity,UNICREDIT BANK AUSTRIA AG,2019,1,142.6,Financials,Banks,12.1776,3.6395,0.6281,1.6736,8.0797,7.3837,-97.6148,NA,NA
BAMI IM Equity,BANCO BPM SPA,2019,1,1.7850000000000001,Financials,Banks,9.5142,NA,0.6245,1.1198,8.8355,9.7638,-93.1094,NA,NA
BAMNB NA Equity,KONINKLIJKE BAM GROEP NV,2019,1,3,Industrials,Construction & Materials,35.9988,4.639,0.2669,1.2857,1.4848,2.7805999999999997,6.6667,-16.406067999999998,0.4332
BAS GY Equity,BASF SE,2019,1,65.79,Basic Materials,Chemicals,14.9768,14.4913,7.2969,12.3497,17.3022,16.7334,-17.6923,1493.5479999999998,11.9018
BAX US Equity,BAXTER INTERNATIONAL INC,2019,1,70.95,Health Care,Health Care Equipment & Services,25.744,27.2991,9.917,14.3279,19.1985,18.071,121.7391,398,14.3705
BAYN GY Equity,BAYER AG-REG,2019,1,66.08,Health Care,Pharmaceuticals & Biotechnology,32.3001,13.5347,5.614,9.7513,13.2364,8.1522,469.1071,5077.603999999999,23.4617
BB FP Equity,SOCIETE BIC SA,2019,1,86.3,Consumer Goods,Household Goods & Home Construction,22.5644,21.691,9.7289,16.928,13.9348,18.213,0.813,88.1664,15.2665
BBBY US Equity,BED BATH & BEYOND INC,2019,1,14.59,Consumer Services,General Retailers,6.8729,3.0964,4.2187,8.2551,10.991,10.6544,-59.0909,49.513,4.3957
BBT US Equity,BB&T CORP,2019,1,48.66,Financials,Banks,12.0429,8.6529,1.4472,5.5511,11.4547,11.8699,26.9231,NA,NA
BBVA SQ Equity,BANCO BILBAO VIZCAYA ARGENTA,2019,1,5.284,Financials,Banks,7.4651,NA,0.6461,2.0272,9.4141,10.4604,-2.4244,NA,NA
BBY US Equity,BEST BUY CO INC,2019,1,58.98,Consumer Services,General Retailers,11.6821,13.8341,8.295,22.5881,28.0101,38.5096,27.5362,335,4.2204
BC US Equity,BRUNSWICK CORP,2019,1,50.52,Consumer Goods,Leisure Goods,10.3239,31.1158,6.9415,12.8257,17.3088,27.9709,-10.1124,63.9,7.3934
BC8 GY Equity,BECHTLE AG,2019,1,70.15,Technology,Software & Computer Services,21.2792,34.6354,8.2722,12.8091,16.0147,16.229,10,53.332635999999994,4.4038
BCP PL Equity,BANCO COMERCIAL PORTUGUES-R,2019,1,0.2439,Financials,Banks,6.4537,0.6491,0.4233,1.9152,5.2902,7.3062,107.212,NA,NA
BCR US Equity,CR BARD INC,2019,1,333.49,Health Care,Health Care Equipment & Services,31.6962,39.0536,10.5024,17.6936,30.4064,41.877,-1.5385,257.7,25.8889
BDK US Equity,BLACK & DECKER CORP/THE,2019,1,74.94,Industrials,Industrial Engineering,24.6032,10.5089,2.4816,7.1927,10.743,14.9511,-24.3243,61.9,5.2229
BDX US Equity,BECTON DICKINSON AND CO,2019,1,244.76,Health Care,Health Care Equipment & Services,26.5999,35.0717,0.6788,1.3409,1.0969,15.9521,1311.1111,570,9.3918
BEAM US Equity,BEAM SUNTORY INC,2019,1,83.46,Consumer Goods,Beverages,31.136,46.3921,4.2165,6.1021,7.516,9.0073,-30,134.9,24.2373
BEFB BB Equity,BEFIMMO,2019,1,51.8,Financials,Real Estate Investment Trusts,16.1648,21.8244,3.4186,3.5789,6.0617,5.781,46.9051,38.358124,59.1348
BEI GY Equity,BEIERSDORF AG,2019,1,87.3,Consumer Goods,Personal Goods,27.1921,37.2205,8.3283,13.5504,13.3843,13.4012,2.924,671.5799999999999,15.6093
BEKB BB Equity,BEKAERT NV,2019,1,22.9,Basic Materials,Industrial Metals & Mining,33.3902,58.8638,3.4529,6.4329,10.5967,12.4269,-37.2549,115.80564799999999,5.3444
BEN IM Equity,BENETTON GROUP SRL,2019,1,4.59,Consumer Goods,Personal Goods,12.0789,63.8065,-0.9803,-0.7402,-1.6200999999999999,1.4042,-27.1186,-32.4226196,-2.5214
BEN US Equity,FRANKLIN RESOURCES INC,2019,1,28.79,Financials,Financial Services,9.7723,7.773,10.1396,11.6106,14.9008,14.9265,26.3158,411.5,NA
BES PL Equity,BANCO ESPIRITO SANTO-REG,2019,1,0.2,Financials,Banks,32.2117,2.8293,-4.737,-11.9678,-77.3883,-69.2608,-2027.353,NA,NA
BESI NA Equity,BE SEMICONDUCTOR INDUSTRIES,2019,1,22.6,Technology,Technology Hardware & Equipment,12.4533,9.3014,20.8011,6.6324,33.686,33.709,118.75,72.686768,28.5163
BF/B US Equity,BROWN-FORMAN CORP-CLASS B,2019,1,46.71,Consumer Goods,Beverages,28.9877,43.9361,14.7921,20.5431,47.6463,47.6463,4,332,31.8528
BFI IM Equity,FIDEURAM - INTESA SANPAOLO P,2019,1,4.9350000000000005,Financials,Financial Services,19.0127,21.7647,2.2936,16.6651,36.9347,37.7303,19.2173,NA,NA
BGEN US Equity,BIOGEN MA INC,2019,1,38.55,Health Care,Pharmaceuticals & Biotechnology,21.0765,50.0952,10.8066,12.9612,13.1344,16.6142,32.1429,100.386,26.989
BGG US Equity,BRIGGS & STRATTON,2019,1,12.76,Industrials,Industrial Engineering,14.0635,15.6485,-2.4089,-1.9524,-7.1281,3.3694,-172.2222,-54.131,-0.2075
BHF US Equity,BRIGHTHOUSE FINANCIAL INC,2019,1,36.72,Financials,Life Insurance,7.6742,1.4536,0.0413,0.828,0.6829,5.0536,71.2834,NA,NA
BHGE US Equity,BAKER HUGHES A GE CO,2019,1,24.07,Oil & Gas,"Oil Equipment, Services & Distribution",19.055,14.2247,0.358,NA,1.2287,3.305,300,382,3.0643
BHI US Equity,BAKER HUGHES A GE CO LLC,2019,1,55,Oil & Gas,"Oil Equipment, Services & Distribution",13.4188,184.1814,-0.6239,6.6850000000000005,-0.8822,0.0235,-96.0965,282,1.0145
BIG US Equity,BIG LOTS INC,2019,1,31.01,Consumer Services,General Retailers,7.996,32.5255,9.6254,13.8995,18.326,19.6216,-13.2353,34.318,4.8334
BIIB US Equity,BIOGEN INC,2019,1,328.24,Health Care,Pharmaceuticals & Biotechnology,13.9136,12.5754,18.1061,24.6698,34.5441,38.3354,23.6207,1443.1,43.772
BIL IM Equity,BANCA ITALEASE,2019,1,0.7965,Financials,Financial Services,5.1792,4.2753,-1.3908,-1.4925,-32.3153,-34.5286,41.4126,102.54624799999999,NA
BIM FP Equity,BIOMERIEUX,2019,1,61.5,Health Care,Health Care Equipment & Services,28.4013,45.6145,7.9119,11.9565,14.1861,14.96,-12.0792,174.61079999999998,13.7619
BIRG ID Equity,BANK OF IRELAND GROUP PLC,2019,1,5.57,Financials,Banks,9.0773,2.3988,0.5184,2.8753,7.1051,7.7287,-0.9116,NA,NA
BJS US Equity,BJ SERVICES INC,2019,1,23.12,NA,NA,267.17380000000003,43.9204,-0.2399,0.1442,-0.358,0.7359,NA,-10.8,-0.2774
BK US Equity,BANK OF NEW YORK MELLON CORP,2019,1,52.23,Financials,Financial Services,12.5058,10.6123,1.1614,3.8195,10.8935,11.2999,-22.9358,NA,NA
BKIA SQ Equity,BANKIA SA,2019,1,2.564,Financials,Banks,11.244,NA,0.3354,0.9774,5.2523,5.8184000000000005,83.6415,NA,NA
BKIR ID Equity,BANK OF IRELAND,2019,1,0.24,Financials,Banks,10.8181,2.5348,0.5913,2.9033,7.8751999999999995,7.2751,-29.4118,NA,NA
BKNG US Equity,BOOKING HOLDINGS INC,2019,1,1820.37,Consumer Services,Travel & Leisure,20.2048,17.7391,11.153,14.3131,24.4954,24.0107,6.4636,2246.589,36.7212
BKT SQ Equity,BANKINTER SA,2019,1,6.982,Financials,Banks,11.6252,NA,0.7121,2.0975,11.9054,12.0546,3.0105,NA,NA
BL IM Equity,BANCA LOMBARDA E PIEMONTESE,2019,1,18.42,Financials,Banks,20.6974,NA,0.7892,1.6486,11.7853,11.5529,-37.9509,NA,NA
BLK US Equity,BLACKROCK INC,2019,1,406.22,Financials,Financial Services,15.4795,23.1741,2.2669,11.338799999999999,13.4171,13.5141,-58.9599,1179,NA
BLL US Equity,BALL CORP,2019,1,50,Industrials,General Industrials,32.8163,23.6871,2.6925,6.2515,12.2719,15.0759,-1.0474,198,8.0361
BLS US Equity,BELLSOUTH LLC,2019,1,47,Telecommunications,Fixed Line Telecommunications,20.6167,35.0263,5.6783,9.707699999999999,13.4593,16.5508,28.8889,1452,25.5987
BMC US Equity,BMC SOFTWARE INC,2019,1,46.29,Technology,Software & Computer Services,18.8788,8.5683,7.0121,16.8155,28.8581,32.5015,8.8235,69.7,21.1456
BME SQ Equity,BOLSAS Y MERCADOS ESPANOLES,2019,1,26.34,Financials,Financial Services,16.0752,NA,0.8569,NA,31.5841,32.4437,-16.2791,45.429804,58.3072
BMPS IM Equity,BANCA MONTE DEI PASCHI SIENA,2019,1,1.2625,Financials,Banks,4.9002,1.0501,-0.0882,-0.1984,-1.2283,1.9646,-99.0031,NA,NA
BMS US Equity,BEMIS COMPANY,2019,1,48.5,Industrials,General Industrials,16.7553,13.9762,6.2083,10.7026,18.6753,22.0954,3.2787,106.7,8.7777
BMW GY Equity,BAYERISCHE MOTOREN WERKE AG,2019,1,74.21,Consumer Goods,Automobiles & Parts,6.7554,82.3991,4.2079,5.7629,15.1553,15.1028,-23.3599,2003.2599999999998,9.3321
BMY US Equity,BRISTOL-MYERS SQUIBB CO,2019,1,49.09,Health Care,Pharmaceuticals & Biotechnology,12.2222,16.1535,14.4506,24.8546,38.4293,51.2497,123.0769,1567,22.6852
BN FP Equity,DANONE,2019,1,63.52,Consumer Goods,Food Producers,17.4022,18.8092,5.8968,8.8186,19.4104,22.5989,19.7452,1249.024,12.9197
BNB BB Equity,BANQUE NATIONALE DE BELGIQUE,2019,1,2450,Financials,Banks,1.5363,NA,0.4164,1.2324,10.0655,10.0655,-0.8617,NA,NA
BNI US Equity,BURLINGTON NORTHERN SANTA FE,2019,1,100.23,Industrials,Industrial Transportation,19.3886,49.6445,14.4524,21.0162,31.1281,12.6672,-13.4078,2109,33.289
BNL IM Equity,BANCA NAZIONALE LAVORO-ORD,2019,1,2.82,Financials,Banks,20.2766,NA,0.1593,0.3898,2.2171,3.898,615.0429,NA,NA
BNP FP Equity,BNP PARIBAS,2019,1,42.305,Financials,Banks,7.051,0.847,0.3419,1.2479,7.8478,8.1913,3.7828,NA,NA
BNR GY Equity,BRENNTAG AG,2019,1,42.15,Basic Materials,Chemicals,13.850999999999999,32.3673,5.0464,9.1308,12.9661,12.7741,10.7692,207.90279999999998,5.2278
BOB FP Equity,BUSINESS OBJECTS,2019,1,45.23,Technology,Software & Computer Services,60.1978,27.401,1.7439,NA,2.8123,5.437,-59.4595,58.647876,9.2749
BOKA NA Equity,BOSKALIS WESTMINSTER,2019,1,22.99,Industrials,Construction & Materials,21.7338,76.7453,-5.9449,16.2895,-9.9988,2.3961,-50.3315,-418.33119999999997,-12.0389
BOL FP Equity,BOLLORE,2019,1,3.54,Industrials,Industrial Transportation,46.5068,8.0089,0.8484,8.9894,4.8201,4.6666,-72.7273,606.8328,4.9539
BOL US Equity,BAUSCH & LOMB INC,2019,1,64.98,Health Care,Health Care Equipment & Services,240.6667,198.7686,0.4451,1.2459,1.1125,1.1125,-22.2222,114,4.973
BOSS GY Equity,HUGO BOSS AG  -ORD,2019,1,63.96,Consumer Goods,Personal Goods,18.3481,21.5453,12.3744,17.7729,24.0849,26.5627,-17.2414,105.61599999999999,11.5382
BPCI IM Equity,BANCA POPOLARE COMM E INDUST,2019,1,10.76,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA
BPD IM Equity,BANCA POPOLARE DI BERGAMO SP,2019,1,19.69,Financials,Banks,14.7528,4.1255,0.4188,0.9552,5.1421,5.1421,-11.38,NA,NA
BPE IM Equity,BPER BANCA,2019,1,3.15,Financials,Banks,3.5362,0.9823,0.545,1.4663,8.1967,7.6433,68.052,NA,NA
BPI IM Equity,BANCA POPOLARE DI LODI SPA,2019,1,11.17,Financials,Banks,2830.937,NA,-0.0847,0.0173,-1.1824,2.4074999999999998,-3910.5278,NA,NA
BPI PL Equity,BANCO BPI SA.- REG SHS,2019,1,1.464,Financials,Banks,9.2464,1.2614,1.6188,6.4784,17.4013,12.9857,31.6235,NA,NA
BPOST BB Equity,BPOST SA,2019,1,8,Industrials,Industrial Transportation,6.1977,5.8507,8.2146,18.041,25.9554,44.5931,-56.6667,46.608799999999995,9.9562
BPSO IM Equity,BANCA POPOLARE DI SONDRIO,2019,1,2.398,Financials,Banks,9.4856,NA,0.3054,1.0635,4.7627,4.6701,-92.3573,NA,NA
BPVN IM Equity,BANCO POPOLARE DI VERONA E N,2019,1,21.04,Financials,Banks,7.7762,NA,1.6082,3.0929,23.2297,23.0897,70.6016,NA,NA
BR US Equity,BROADRIDGE FINANCIAL SOLUTIO,2019,1,100.52,Industrials,Support Services,27.4133,21.9216,13.7689,20.7492,40.037,41.5128,53.4884,100.1,13.9656
BRCM US Equity,BROADCOM CORP-CL A,2019,1,54.52,Technology,Technology Hardware & Equipment,21.6004,20.6688,11.112,5.8422,15.1945,16.7172,317.6471,755,17.2089
BRI PL Equity,BRISA-AUTO-ESTRADAS PORTUGAL,2019,1,2.21,Industrials,Industrial Transportation,28.865099999999998,7.8505,6.9443,11.5164,40.6645,40.6645,0,447.29524,61.2346
BRK/B US Equity,BERKSHIRE HATHAWAY INC-CL B,2019,1,204.68,Financials,Nonlife Insurance,NA,NA,8.7396,14.755,18.1212,5.1076,356.1694,23727,16.7112
BRL US Equity,BARR PHARMACEUTICALS INC,2019,1,66.9,Health Care,Pharmaceuticals & Biotechnology,27.647100000000002,29.2011,3.0408,5.3436,7.5106,15.9907,-26.1905,177,18.0439
BS US Equity,BETHLEHEM STEEL CORP,2019,1,20.43,Basic Materials,Industrial Metals & Mining,NA,NA,-126.8805,3.8575,-25.0839,-25.88,87.7551,0,-2.8566
BSX US Equity,BOSTON SCIENTIFIC CORP,2019,1,37.47,Health Care,Health Care Equipment & Services,34.945,58.2968,3.4346,5.5695,8.4399,18.8009,47.619,388,15.5739
BTU US Equity,PEABODY ENERGY CORP,2019,1,36.34,Basic Materials,Mining,10.859,5.502,9.6524,18.2258,20.6643,16.5892,-57.6159,130.3,14.5252
BUD AV Equity,BOEHLER-UDDEHOLM,2019,1,72.9,Basic Materials,Industrial Metals & Mining,11.2683,NA,9.9211,NA,23.5896,23.5896,43.3077,142.46679999999998,12.5424
BUD US Equity,ANHEUSER-BUSCH INBEV-SPN ADR,2019,1,75.49,Consumer Goods,Beverages,NA,NA,3.2873,6.3493,11.3905,12.4506,2.6042,8248,31.2386
BUL IM Equity,BULGARI SPA,2019,1,12.23,Consumer Goods,Personal Goods,64.5628,35.2034,3.7612,5.7901,6.2285,7.1822,200,3.423336,7.5193
BVA SQ Equity,BANCO DE VALENCIA SA,2019,1,0.01,Financials,Banks,10.3013,NA,-16.3114,-31.5717,-282.5519,-235.9575,-1497.2711,NA,NA
BVI FP Equity,BUREAU VERITAS SA,2019,1,19.515,Industrials,Support Services,25.5485,17.9307,5.9941,10.6997,36.9418,43.6882,13.3333,334.068,13.0924
BVSN US Equity,BROADVISION INC,2019,1,1.73,Technology,Software & Computer Services,109.75,41.0817,-77.0142,-123.6632,-123.6632,-123.6632,32,-1.655,-148.4213
BWA US Equity,BORGWARNER INC,2019,1,40.37,Consumer Goods,Automobiles & Parts,9.076,14.6,5.6777,10.1157,14.052,22.7758,11.3636,278,10.7491
BWIN AV Equity,BWIN INTERACTIVE ENTERTAINME,2019,1,26.5,Consumer Services,Travel & Leisure,32.797,NA,7.049,NA,12.4703,13.9476,-15.5172,-10.334296,7.9038
BWO AV Equity,BUWOG AG,2019,1,30.56,Financials,Real Estate Investment & Services,12.7305,73.1878,4.9608,6.039,10.2698,2.8801,-33.3333,53.681168799999995,82.3571
BXLT US Equity,BAXALTA INC,2019,1,46.27,Health Care,Health Care Equipment & Services,28.0433,335.0784,7.5902,NA,15.6652,21.1952,-46.1538,174,15.2644
BXP US Equity,BOSTON PROPERTIES INC,2019,1,130.34,Financials,Real Estate Investment Trusts,48.7858,366.1036,2.9415,3.7907,10.1326,7.4053,43.2836,236.545,33.6275
BZU IM Equity,BUZZI UNICEM SPA,2019,1,16.81,Industrials,Construction & Materials,8.9129,15.7777,6.86,10.0611,13.907,9.4144,4.3617,141.74241199999997,9.9273
C US Equity,CITIGROUP INC,2019,1,63.65,Financials,Banks,9.6804,4.8134,0.9599,2.3845,9.2822,9.2493,22.5352,12159,NA
CA FP Equity,CARREFOUR SA,2019,1,17.23,Consumer Services,Food & Drug Retailers,19.2583,64.1085,-3.2066,-4.2801,-16.1609,4.0919,-54.5455,-215.82399999999998,0.0462
CA US Equity,CA INC,2019,1,44.44,Technology,Software & Computer Services,25.1044,17.1977,3.2184,5.5211,5.9406,10.6985,-29.5455,167,21.0277
CABK SQ Equity,CAIXABANK SA,2019,1,3.37,Financials,Banks,9.9374,NA,0.5122,1.853,8.0576,9.8915,-27.6244,NA,NA
CAF FP Equity,CR DE CREDIT AGRICOLE IDF,2019,1,92.6,Financials,Banks,9.3752,2.6654,0.5901,0.9707,4.681,4.6369,6.3289,NA,NA
CAG US Equity,CONAGRA BRANDS INC,2019,1,21.44,Consumer Goods,Food Producers,9.5661,16.3357,8.0548,13.3383,22.1532,22.8254,21.6216,258.2,12.6962
CAH US Equity,CARDINAL HEALTH INC,2019,1,48.67,Health Care,Pharmaceuticals & Biotechnology,14.8999,8.99,1.7938,14.1072,11.675,17.8269,441.6667,816,0.4886
CAM US Equity,CAMERON INTERNATIONAL CORP,2019,1,66.18,Oil & Gas,"Oil Equipment, Services & Distribution",16.9845,29.747700000000002,4.1079,11.5307,11.0001,16.4321,-50.7576,222,5.944
CAP FP Equity,CAPGEMINI SE,2019,1,97.88,Technology,Software & Computer Services,22.0616,13.9621,4.7637,7.3661,10.9706,10.3876,-15.6951,598.108,9.076
CAP IM Equity,CAPITALIA SPA,2019,1,6.75,Financials,Banks,15.4486,NA,0.8221,1.7997,12.1242,12.1553,-18.0417,NA,NA
CASS IM Equity,CATTOLICA ASSICURAZIONI SC,2019,1,8.2,Financials,Life Insurance,12.7042,7.0952,0.3038,NA,5.1546,5.2678,-5.9036,NA,NA
CAT US Equity,CATERPILLAR INC,2019,1,130.32,Industrials,Industrial Engineering,11.724,21.5738,7.9076,13.0228,44.3251,49.188,63.1285,1883,15.1548
CB US Equity,CHUBB LTD,2019,1,132.34,Financials,Nonlife Insurance,14.706,11.2925,3.0663,9.0614,10.1376,8.6179,-0.3584,NA,NA
CBE US Equity,COOPER INDUSTRIES PLC,2019,1,79.19,Industrials,Electronic & Electrical Equipment,16.8417,15.3198,10.3732,14.1269,18.3929,18.7898,18.1818,254.9,15.8812
CBG US Equity,CBRE GROUP INC - A,2019,1,47.37,Financials,Real Estate Investment & Services,23.0712,30.3041,6.8035,11.3886,19.694,18.3408,45.7627,189.717,5.4036
CBK GY Equity,COMMERZBANK AG,2019,1,6.72,Financials,Banks,9.0703,NA,0.1717,0.4775,2.9612,3.2998,-53.319,NA,NA
CBOE US Equity,CBOE GLOBAL MARKETS INC,2019,1,93.56,Financials,Financial Services,23.7177,20.938,10.5358,9.4082,17.8878,12.4545,43.3962,126.1,46.3026
CBRE US Equity,CBRE GROUP INC - A,2019,1,45.26,Financials,Real Estate Investment & Services,17.886,17.2093,6.729,11.2731,19.4783,18.1251,45.7627,189.717,5.0366
CBS US Equity,CBS CORP-CLASS B NON VOTING,2019,1,49.32,Consumer Services,Media,9.2588,14.879,6.0407,13.6976,49.3101,70.8642,25,690,19.6864
CC US Equity,CHEMOURS CO/THE,2019,1,35.59,Basic Materials,Chemicals,6.2037,9.8499,14.7758,25.0237,111.4433,111.0221,39.2857,282,19.0723
CCE US Equity,COCA-COLA EUROPEAN PARTNERS,2019,1,45.52,Consumer Goods,Beverages,16.8135,14.5572,3.8291,6.3453,10.4954,16.1693,17.4603,501,11.4527
CCI US Equity,CROWN CASTLE INTL CORP,2019,1,115.47,Financials,Real Estate Investment Trusts,70.7139,63.7362,2.0642,2.3456,5.3053,6.5486,164.7059,379,26.406
CCK US Equity,CROWN HOLDINGS INC,2019,1,48.99,Industrials,General Industrials,11.5929,63.4177,2.2996,6.6857,34.1576,67.7401,-6.8182,365,10.3921
CCL US Equity,CARNIVAL CORP,2019,1,57.99,Consumer Services,Travel & Leisure,13.5088,22.7262,7.5812,9.8061,12.9596,12.4458,-6.5789,552,17.605
CDI FP Equity,CHRISTIAN DIOR SE,2019,1,372.8,Consumer Goods,Personal Goods,25.8235,11.393,3.4312,14.5772,19.0511,19.6626,1.8542,6077.512,21.0396
CDIT FP Equity,CHRISTIAN DIOR SE,2019,1,254.1,Consumer Goods,Personal Goods,25.5909,10.8849,3.4312,14.5772,19.0511,19.6626,1.8542,6077.512,21.0396
CDNS US Equity,CADENCE DESIGN SYS INC,2019,1,47.5,Technology,Software & Computer Services,36.6683,24.196,10.1742,15.3595,20.5374,30.6501,20,103.63,17.5756
CE US Equity,CELANESE CORP,2019,1,96.67,Basic Materials,Chemicals,8.8275,10.5306,12.8057,18.9722,41.1174,49.9775,-51.3333,261,18.6443
CEG US Equity,CONSTELLATION ENERGY GROUP,2019,1,36.28,Utilities,Electricity,34.84,49.6249,-1.726,-1.214,-5.8214,3.7167,38.8889,-904.5,-1.4697
CELG US Equity,CELGENE CORP,2019,1,88.14,Health Care,Pharmaceuticals & Biotechnology,13.1259,12.7987,12.3314,18.9732,61.856,76.0729,22.2222,1807,33.9703
CEP SQ Equity,CIA ESPANOLA DE PETROLEOS SA,2019,1,27.98,Oil & Gas,Oil & Gas Producers,11.8059,39.8418,5.8099,8.6,11.5514,7.7916,288.2353,598.017308,4.4164
CEPH US Equity,CEPHALON INC,2019,1,81.44,Health Care,Pharmaceuticals & Biotechnology,14.2353,10.9317,10.7851,15.1411,18.8852,15.7472,30.5085,148.39,22.5584
CERN US Equity,CERNER CORP,2019,1,54.53,Technology,Software & Computer Services,28.7216,17.9999,12.8348,14.8532,17.3504,14.6558,-3.7736,207.156,15.6123
CF US Equity,CF INDUSTRIES HOLDINGS INC,2019,1,42.31,Basic Materials,Chemicals,34.7202,9.4703,5.0405,9.0593,21.3842,6.7137,6200,131,14.2857
CFAO FP Equity,CFAO,2019,1,37.5,Industrials,General Industrials,23.6097,111.549,3.6752000000000002,9.2567,13.4198,12.723700000000001,-15.7143,130.0684,7.7788
CFC US Equity,COUNTRYWIDE FINANCIAL CORP,2019,1,4.47,Financials,Financial Services,5.2857,0.1205,-2.492,-4.0598,-47.309,-47.309,-30.2521,-2009.241,NA
CFG US Equity,CITIZENS FINANCIAL GROUP,2019,1,34.26,Financials,Banks,9.5571,10.6472,1.1002,4.7303,8.4628,8.5078,-28.8889,NA,NA
CFN US Equity,CAREFUSION CORP,2019,1,60,Health Care,Health Care Equipment & Services,22.7932,25.249,5.5079,NA,9.0382,10.1058,84.7826,178,16.099
CG US Equity,CARLYLE GROUP/THE,2019,1,18,Financials,Financial Services,16.0161,26.6589,1.4769,7.8871,25.9253,45.2468,-76.5957,127.7,NA
CGCBV FH Equity,CARGOTEC OYJ-B SHARE,2019,1,29.48,Industrials,Industrial Engineering,17.5783,18.8578,2.8937,NA,7.2287,10.4994,16,61.6476,5.6528
